avaliacao,twet,class_label
neutral, nice to see you expanding in texas but don't forget about us here in . i would love to see more flights out of here!,0
negative, kinda sucked my earphone jack didn't work on my flight. they may want to look into that for future passengers,-1
negative, very poor experience. first computer problem now seat malfunction. stuck. missing meeting in san diego.,-1
neutral," to battle  on - route 
 via ",0
positive,  the dal-aus route makes my day!!!!,1
positive, awesome deals dal-aus for only $39 each way! ,1
neutral, i miss the  in san jose,0
positive," love it, taking  on in their backyard! consumers win when biz competes.",1
positive, ​ is flying from love to austin now. that is most excellent news.,1
neutral, can we make every vx plane with ? why should austin be the only one getting nerd love?,0
neutral, please add more frequency to pdx portland,0
positive, congrats vx on the new route! ✈️🎉,1
negative," i tried that. you offered to charge me an additional $1k for a new ticket or be stranded until thurs. 1st time, last time.",-1
neutral,  can u help with flights to get a 2y old battling cancer who needs treatment in 🇺🇸  💗 🎀 💗,0
negative," never had a bad experience before, but this one took the cake. now extortion for carry on items as well?",-1
negative, had to spend 5 hours worrying that items in carryon would be broken/stolen since i couldn't carry them on plane or lock bag.,-1
negative," all of group e was told there was no more room in the bins. when i got on the plane, was room for at least 4 bags in my row!",-1
negative, thanks for making my flight from lax to jfk a nightmare by forcing me to check my carry on bag at the gate. (1),-1
negative, i have lots of flights to book and your site it not working!!!! i've been on the phone waiting for over 10 minutes..........,-1
positive, i am all about the in flight artisanal cheese and wine pairing.,1
neutral, does virgin america fly direct from seattle to nyc or boston?,0
positive, that's classy.,1
positive, i'm sure a lot of your 747 and 777 jfk-lhr flights go a lot faster than 513mph with a strong tailwind.,1
positive, now it's just t-minus 32 minutes until my elevate a silver upgrade window opens .  😃👍,1
neutral, save some for 871 tomorrow am!,0
negative, why is it taking 12 years to fly home to dallas? get your shit together.,-1
neutral,  club virgin is bumping in new york ,0
positive,  would have been a rough trip but luckily we were on a  flight. ,1
neutral, is that ??😁,0
neutral, ...please come to minneapolis st. paul!,0
neutral, yes fyi  my bff,0
positive," another perfect flight.   how come on your planes,  the sun visors can stay down?  other carriers make you raise them?",1
positive,"nice rt : the man of steel might be faster, but we have wifi – just saying.  ",1
positive, i love the dancing little richard. cool beans.,1
positive, i don’t use passbook =/ i still love you though &lt;3 :) i’ll just use my email in the future.,1
positive, thanks for the free birthday points! y'all are all right with me!,1
neutral, do you have an application for ios? was looking and only saw virgin mexico :( &lt;/3,0
negative, man of steel flies to more cities though...and with more frequency too.,-1
positive, thanks so much for sharing. just added it to my site ,1
neutral, good point!,0
neutral,. i heard he has a virgin mobile hotspot ;),0
neutral, you got cheese plate flights too.,0
neutral, on all your flights?,0
positive, dad on segway is the best part of this whole infographic!,1
positive, are there any plans for a short haul airline in europe? would defiantly fly with you guys :),1
positive, wifi and better seating.,1
neutral, how come abc is the only one of the network channels you don't have?,0
negative, started my flight with a scolding for using an overhead bin that was then offered to the person seated next to me.,-1
positive,". not only was it great, but you return my calls the day after. couldn't ask for more. ",1
negative," while other airlines weren't cancelled flighting flights into bos, and helping their customers get home, virgin was saying good luck!",-1
neutral," dear virgin customer, while you're stranded in sf for 3 days &amp; $1000cost- we'll do the very least we can to accommodate you!",0
neutral, should use this in their next airline commercial lol :: ,0
negative, grouping virgin in with the others now. bos weather has exposed their actual cus serv model. never flight booking problems with virgin again!,-1
negative," as one of the travelers affected by the boston storm, i'm shocked at virgin's complete apathy toward their customers.",-1
negative, umm so no reason as to why this is? is there someone different i should contact (or contact me) to get a definitive answer?,-1
negative, trying to make the change in advance (not just 24 hours prior)…tried it online earlier and it wanted $300 in change fees.,-1
positive," so loyal that i'm driving to  from , to fly virgin,  since you cut  flights ;)",1
neutral, any way to change from main cabin to main cabin select (on same flight) without paying a change fee penalty?,0
positive, you guys are perfect as always! &lt;3 ,1
positive, thanks! y'all have some of the best customer service left in the industry.,1
neutral, can you give me silver status for 12 months?,0
positive, really wish you'd fly out of   those fares are amazings,1
negative," mood lighting on point🙌 reclining my seat, kickin up my feet💤",-1
negative, my flight (6000) scheduled for 1pm departure still says on time but no plane at gate. any update on how long of a delay?,-1
negative, my group got their cancelled flightlation fees waived but i can't because my ticket is booked for 2/18? your reps were no help either 😡,-1
neutral, are there any sign up bonuses to enroll in elevate?,0
positive, just got on the 1pm in newark home to la. your folks at ewr are incredible ,1
neutral, morning. if i have a question regarding elevate points &amp; flights can i dm you?,0
neutral, still waiting to see    😞,0
neutral, was wondering if you guys recieved my dm and we're able to potentially respond asap,0
positive, flying lax to sfo and after looking at the awesome movie lineup i actually wish i was on a long haul.,1
neutral,“: book out of town with fares from $59/way (+restr).  ” ,0
positive, thanks,1
positive, thanks for taking care of that mr!! happy customer.,1
negative, still no refund or word via dm. please resolve this issue as your cancelled flightled flight was useless to my assistant's trip.,-1
negative, delayed due to lack of crew and now delayed again because there's a long line for deicing... still need to improve service ,-1
positive, thanks -- we filled it out. how's our luck with this? is it common?,1
negative, your eri-ord express connections are hugely popular .. now if only we could have an eri-ewr hop! :),-1
