Session_ID,Time_Record,Transcription,Sentiment,Valence,Activation,Dominance,discrete
Ses01F_impro06_F012,[117.0700-126.0400]:,i don t know it just like i felt so bad because i shouldn t have done it i don t know whatever,sad,2.0,3.5,4.5,3
Ses01F_impro06_M007,[125.4700-127.1900]:,yeah,sad,3.0,2.0,2.5,3
Ses01F_impro06_F013,[132.9575-134.4900]:,i don t know,sad,2.0,2.0,2.0,3
Ses01F_impro06_M008,[134.4000-136.4900]:,how long were you there for,neu,3.0,2.5,2.5,0
Ses01F_impro06_F014,[135.9600-137.9500]:,at the cemetery,sad,3.0,3.0,2.5,3
Ses01F_impro06_M009,[137.0900-138.4400]:,mmhmm,neu,3.0,2.5,2.5,0
Ses01F_impro06_F015,[138.0685-141.0500]:,couple hour,sad,2.0,2.0,2.5,3
Ses01F_impro06_F016,[141.8400-149.4375]:,i brought i brought chuck with me he went to redlands yeah for the day we ran through the sprinkler,neu,4.0,3.0,3.5,0
Ses01F_impro06_M010,[144.0900-145.6800]:,oh really,neu,3.0,2.5,3.0,0
Ses01F_impro06_M011,[155.0700-158.3800]:,you ran through the sprinkler in the cemetery,neu,3.0,2.0,3.0,0
Ses01F_impro06_M012,[165.6100-168.1000]:,is it a big cemetery,neu,2.5,2.5,2.5,0
Ses01F_impro06_F018,[167.6400-174.8400]:,yeah it s huge redlands is an old city so they have lot and lot of stone,neu,4.0,3.0,3.5,0
Ses01F_impro06_M013,[174.3900-177.1500]:,oh so they re like really old too really old one,neu,3.0,2.5,2.5,0
Ses01F_impro06_F019,[176.3500-178.0100]:,yeah,neu,2.5,2.0,2.5,0
Ses01F_impro06_F020,[182.5600-197.7300]:,it s weird whenever i go back to town i think of her i mean it s like i mean we grew up together and she died when we were twenty one and yeah she had cancer she had two brain tumor,sad,2.5,3.0,4.0,3
Ses01F_impro06_F021,[197.7550-214.3400]:,my best friend heather she s got a we have a we built this like little there s a park prospect park and there is like a garden section of it that we set up for her,sad,2.0,3.0,4.0,3
Ses01F_impro06_F022,[217.5000-222.4100]:,she used to have these poetry party on memorial day,sad,4.0,3.0,3.5,3
Ses01F_impro06_M014,[219.7300-221.0300]:,mmhmm,neu,3.0,2.5,2.0,0
Ses01F_impro06_F023,[223.5200-227.5500]:,umm yeah,sad,2.5,2.0,2.5,3
Ses01F_impro06_F024,[229.0800-235.9800]:,and the last time before she died i remember she couldn t really stand umm,sad,1.5,2.0,3.0,3
Ses01F_impro06_F025,[237.5300-256.4800]:,but i mean she could but it wa so it wa kind of sitting at her foot holding her up and she had these poem she had memorized and i remember looking up she had curly red hair and there wa this palm tree right behind her and it wa like a crown growing right out of her head it wa cool,sad,3.0,3.5,4.5,3
Ses01F_impro06_M015,[255.3500-257.3100]:,mmhmm,neu,3.0,3.0,2.5,0
Ses01F_impro06_F026,[266.5500-275.3100]:,some i guess she memorized this one john dunn it s called death be not proud and,sad,3.0,3.0,3.5,3
Ses01F_impro06_M016,[262.9900-266.1750]:,so she wrote a lot of poetry,neu,3.0,2.5,2.5,0
Ses01F_impro06_F027,[275.3800-281.6000]:,there s another one i can t remember,neu,2.0,2.0,3.5,0
Ses01F_impro06_F028,[282.0100-311.1400]:,i remember too when we were she died at u c l a she had brain surgery and there wa not much hope to begin with but i gave blood for her surgery her mom and i before so we dropped her off in the waiting room and then we were giving blood and came back and she in her wheelchair like can hardly do anything reciting her poetry for these people like in the waiting room all she need is a god damn audience you know,sad,3.0,3.5,4.0,3
Ses01F_impro07_M000,[002.9700-004.7800]:,did you get the letter,exc,3.5,3.0,2.0,6
Ses01F_impro07_F000,[003.9500-010.5900]:,yes there s a big envelope it say you re in i know,exc,5.0,5.0,4.5,6
Ses01F_impro07_M001,[007.5325-011.9600]:,yeah that is so awesome,exc,4.5,4.5,4.0,6
Ses01F_impro07_M002,[013.9200-019.0900]:,oh my god what are you going to do laughter,exc,4.5,4.0,4.0,6
Ses01F_impro07_M003,[020.6800-028.0600]:,oh yeah i bet you re really excited oh that s what loan are for right exactly,exc,4.5,3.5,2.5,6
Ses01F_impro07_F002,[019.6100-031.6500]:,i m really excited yeah i don t know how i m going to pay for anything but i also yeah loan too yeah i applied though for a bunch of grant and scholarship so i m still waiting to hear on that,exc,4.0,4.0,3.0,6
Ses01F_impro07_M004,[030.9150-038.8100]:,oh good good that s awesome are you going to stay around here or are you going to like get a different neighborhood you going to move to a different neighborhood,exc,4.0,4.0,3.0,6
Ses01F_impro07_F003,[032.5200-034.9000]:,oh i know i know i know i know,exc,4.5,4.5,4.5,6
Ses01F_impro07_F004,[037.1625-042.4900]:,i don t know i spend so much time commuting a it is i d rather,exc,3.0,3.5,3.0,6
Ses01F_impro07_M005,[041.1700-046.9975]:,this is so i am so happy that you re going to stay you re not going to we should totally throw a party,exc,4.5,4.5,3.5,6
Ses01F_impro07_F005,[042.9550-045.8850]:,i know we should throw a party,exc,5.0,4.5,4.5,6
Ses01F_impro07_M006,[047.1100-052.8125]:,a rapper party ho yeah okay,exc,4.5,4.5,3.5,6
Ses01F_impro07_M007,[054.1600-063.2800]:,i am just yeah i m sticking around i m just doing my thing i m living here i m so glad you re going to stay i m so glad you re going to be here yeah woo,exc,4.5,4.5,4.5,6
Ses01F_impro07_M008,[064.6275-067.2400]:,yeah big time,exc,4.0,3.0,3.0,6
Ses01F_impro07_M009,[067.7250-074.0325]:,mmhmm mmhmm yay so what major what are you doing,exc,3.5,4.0,3.5,6
Ses01F_impro07_F009,[081.0275-083.3050]:,yeah i m not sure,exc,4.0,3.0,2.5,6
Ses01F_impro07_M012,[082.6575-087.1025]:,is this a master or a p h d or can you nice,neu,3.0,2.5,3.0,0
Ses01F_impro07_F010,[084.5100-088.3100]:,umm p h d laughter,exc,5.0,4.5,4.0,6
Ses01F_impro07_M013,[087.5875-090.6500]:,that s good don t you have to like teach a class too when you do that,neu,4.0,2.5,2.5,0
Ses01F_impro07_M014,[094.2900-099.3700]:,teacher mr nash i have a question,exc,4.0,4.5,3.0,6
Ses01F_impro07_F012,[094.8600-100.7400]:,so i get to mold young mind mr that s my mother,exc,4.5,4.0,3.5,6
Ses01F_impro07_M015,[099.9875-110.5400]:,you have to get married well you are married to chuck you re mr nash not to be confused with mr dash which is the popular seasoning,exc,4.5,4.0,3.5,6
Ses01F_impro07_F013,[103.2600-110.4600]:,i would be like oh right right right,exc,4.5,4.0,4.0,6
Ses01F_impro07_M017,[116.2800-119.8507]:,yay school s fun,exc,4.0,3.5,2.5,6
Ses01F_impro07_M018,[123.2575-128.0400]:,of course right that s where the real money is being a student,neu,4.0,3.0,3.0,0
Ses01F_impro07_M019,[128.5400-141.6850]:,that s how you get the big buck are you messing with the chair don t ruin it,hap,4.5,4.0,3.0,4
Ses01F_impro07_F016,[133.3125-142.3625]:,i know i made such a mess of it the entire time the last three thing i ve done i ve ruined everything i think mm hmm yeah,exc,4.5,3.5,3.0,6
Ses01F_script01_1_F000,[006.2100-009.3200]:,what s he going to say,fru,2.0,2.3333,2.3333,1
Ses01F_script01_1_M000,[011.9892-015.1219]:,he saw it,neu,3.0,1.6667,2.3333,0
Ses01F_script01_1_F002,[014.3063-019.5526]:,how could he see it i wa the first one up he wa still in bed,sur,2.3333,2.3333,2.6667,5
Ses01F_script01_1_M001,[019.0456-022.3962]:,he wa out here when it broke,neu,3.0,2.0,2.3333,0
Ses01F_script01_1_M002,[024.8000-035.9971]:,four o clock this morning i heard a crack and i woke up and looked out he wa standing right over there when it cracked,neu,2.6667,3.0,2.3333,0
Ses01F_script01_1_M003,[038.6600-040.5300]:,i don t know,neu,3.0,2.0,2.0,0
Ses01F_script01_1_F005,[040.0200-044.9688]:,he s dreaming of him again walking around,neu,2.0,1.6667,2.0,0
Ses01F_script01_1_M004,[044.5500-047.2300]:,i guess he is,neu,3.0,2.0,2.0,0
Ses01F_script01_1_M005,[051.4300-059.5500]:,i don t know the meaning of it but i know one thing mom you ve made a terrible mistake with father,fru,2.6667,2.6667,2.3333,1
Ses01F_script01_1_M007,[070.0764-078.8718]:,you know larry is not coming back and i know it why do we allow him to go on thinking that we believe with him,neu,2.6667,3.0,3.0,0
Ses01F_script01_1_F009,[078.3648-081.5611]:,what do you want to do argue with him,fru,2.6667,2.6667,3.6667,1
Ses01F_script01_1_M008,[081.4068-089.4307]:,i don t want to argue but it s time he realized that nobody belief larry is alive,fru,2.3333,2.6667,3.0,1
Ses01F_script01_1_M009,[089.7172-101.3800]:,you know why shouldn t he walk the night thinking of him dreaming of him do we contradict him do we say we don t have any hope anymore that we haven t had any hope for year now,fru,2.3333,3.6667,3.6667,1
Ses01F_script01_1_F010,[100.1400-102.3482]:,you can t say that to him,fru,2.6667,2.6667,3.0,1
Ses01F_script01_1_M010,[102.1000-104.7200]:,we ve got to say it to him,neu,3.0,3.3333,3.6667,0
Ses01F_script01_1_F011,[104.2900-108.7408]:,where s the proof do you have any proof,fru,2.3333,3.3333,3.6667,1
Ses01F_script01_1_M011,[108.1897-118.4700]:,for god s sake three year nobody come back after three year that s insane,fru,2.3333,2.3333,3.3333,1
Ses01F_script01_1_F012,[117.8228-129.5100]:,to you it is to me it is but to your father you can talk yourself until you are blue in the face but there is no grave and there is no body so where are you,fru,2.3333,3.0,4.0,1
Ses01F_script01_1_M012,[130.7600-134.5900]:,sit down mom i want to talk to you,neu,3.0,1.3333,2.0,0
Ses01F_script01_1_M013,[141.0500-149.7500]:,all right all right all right you know why i asked annie here right,fru,3.0,2.3333,2.3333,1
Ses01F_script01_1_F014,[150.2700-152.6736]:,why,fru,2.6667,1.6667,2.3333,1
Ses01F_script01_1_M014,[153.8860-155.8699]:,you know,neu,3.0,1.6667,2.3333,0
Ses01F_script01_1_F015,[156.1786-160.6700]:,well i got an idea but what s your story,neu,3.0,2.3333,3.0,0
Ses01F_script01_1_M015,[161.9980-165.3487]:,i m going to ask her to marry me,neu,3.0,1.6667,2.6667,0
Ses01F_script01_1_M016,[169.7574-172.1800]:,you know it s not just my business,neu,3.6667,2.6667,2.3333,0
Ses01F_script01_1_M017,[174.7833-177.7200]:,so all right then i ll just go ahead with it,neu,3.0,2.6667,2.6667,0
Ses01F_script01_1_M018,[179.2800-181.9475]:,then it s not just my business,fru,3.0,3.3333,3.6667,1
Ses01F_script01_1_M019,[185.0300-195.2800]:,you know sometimes you infuriate me you know that isn t it your business if i tell father and he throw a fit about it god you have such a talent for ignoring thing,ang,2.0,4.3333,4.0,2
Ses01F_script01_1_M020,[197.6000-199.7475]:,she s not larry s girl,fru,2.6667,4.0,3.6667,1
Ses01F_script01_1_F021,[205.1600-215.1700]:,from your father s point of view he is not dead and chris he still think he s still alive the girl is larry s girl,fru,2.3333,4.0,4.0,1
Ses01F_script01_1_F022,[219.0400-223.8200]:,now you can go on from there if you know where to go but i m telling you i don t know where to go,fru,2.3333,3.3333,2.3333,1
Ses01F_script01_1_M021,[224.7000-236.0500]:,i don t know why it is but every time i reach out for something i have to pull back because i am afraid other people will suffer my whole bloody life time after time,fru,2.0,3.0,2.3333,1
Ses01F_script01_1_F023,[235.2000-238.5600]:,you re a considerate fellow there s nothing wrong in that,fru,3.3333,2.6667,2.3333,1
Ses01F_script01_1_M022,[237.8000-240.4290]:,to hell with that,fru,2.0,3.3333,3.3333,1
Ses01F_script01_1_F024,[241.3769-245.1904]:,i just don t see why have you asked annie yet,fru,2.6667,2.6667,2.6667,1
Ses01F_script01_1_M023,[245.2786-247.5700]:,i wanted to get this settled first,neu,3.0,2.0,2.3333,0
Ses01F_script01_1_F025,[246.8000-251.4508]:,well how do you know she s going to marry you maybe she feel the same way your father doe,fru,2.6667,3.3333,3.6667,1
Ses01F_script01_1_M024,[251.2965-261.0500]:,well if she doe then that s it that s the end of it from her letter though i think she s pretty much forgotten him,neu,2.6667,1.6667,2.0,0
Ses01F_script01_1_M025,[262.6500-267.2119]:,and then we ll thrash it out with father okay mom don t avoid me,neu,2.6667,2.0,3.0,0
Ses01F_script01_1_F026,[266.8300-270.7300]:,the trouble is you don t see enough woman you never did,fru,2.6667,2.6667,3.0,1
Ses01F_script01_1_M026,[269.7300-274.6626]:,so what i m not fast with woman,fru,2.0,3.3333,3.0,1
Ses01F_script01_1_F027,[274.1997-277.2100]:,why doe it have to be annie,fru,2.3333,2.3333,2.3333,1
Ses01F_script01_1_M027,[276.2400-278.3659]:,because it is,fru,3.0,2.6667,2.6667,1
Ses01F_script01_1_F028,[278.1500-282.5900]:,oh that s a great reason it s no reason at all,fru,2.3333,2.0,2.3333,1
Ses01F_script01_1_M028,[281.5700-283.8900]:,i don t know,fru,2.0,3.0,1.6667,1
Ses01F_script01_1_F029,[282.7300-286.9200]:,you haven t seen her since you went away to war it s been five year,fru,2.3333,3.6667,3.6667,1
Ses01F_script01_1_M029,[285.9600-296.0300]:,i can t help it i know her best i wa brought up next door to her you know these year when i think of someone for my wife i think of annie,fru,2.6667,3.0,3.3333,1
Ses01F_script01_1_M030,[297.0000-300.0700]:,mom what do you want a diagram,fru,1.6667,4.3333,4.6667,1
Ses01F_script01_1_F030,[299.3100-302.1950]:,i don t want a diagram,fru,2.6667,2.0,1.6667,1
Ses01F_script01_1_F031,[304.2300-308.9800]:,he think he s coming back chris,fru,2.3333,2.3333,1.6667,1
Ses01F_script01_1_F032,[309.0400-312.7098]:,you marry that girl you are pronouncing him dead,fru,2.0,2.0,2.6667,1
Ses01F_script01_1_F033,[312.7400-318.2648]:,and then what s that going to do to your father do you know i don t,fru,2.6667,2.6667,3.3333,1
Ses01F_script01_1_M031,[318.2868-321.9800]:,all right then mom breathing,fru,2.0,2.0,1.3333,1
Ses01F_script01_1_F034,[323.3348-326.0750]:,just give it some more thought,neu,2.3333,2.6667,2.3333,0
Ses01F_script01_1_M032,[325.7300-336.5389]:,i ve given it three year of thought and i d hope that if i waited father would forget about larry and then we could just have a regular wedding and everyone would be happy,fru,2.6667,3.6667,3.3333,1
Ses01F_script01_1_M033,[336.7373-342.3143]:,but if i can t do that here i may have to go somewhere else,fru,2.0,2.0,3.0,1
Ses01F_script01_1_F035,[341.9700-344.8052]:,what the hell is this,ang,1.6667,3.6667,4.0,2
Ses01F_script01_1_M034,[344.4966-350.1500]:,i ll get out i ll get married and i ll move somewhere else maybe new york,neu,3.0,2.6667,3.3333,0
Ses01F_script01_1_M035,[352.1016-356.8800]:,i ve been a good son for too long a good sucker,fru,2.3333,2.3333,2.3333,1
Ses01F_script01_1_F037,[356.4000-359.8700]:,you have a business here what the hell is this,ang,1.3333,4.3333,4.3333,2
Ses01F_script01_1_M036,[359.0300-362.8200]:,the business the business doesn t inspire me,fru,3.0,3.3333,3.0,1
Ses01F_script01_1_F038,[361.8100-364.6100]:,oh must you be inspired,ang,2.0,3.6667,3.6667,2
Ses01F_script01_1_M037,[363.8700-373.5675]:,yes i like it for an hour a day i don t care if i have to grub for money all day long when i come home i want it happy,fru,3.0,4.0,4.0,1
Ses01F_script01_1_M038,[373.5975-383.1500]:,i want some kid i want a family i want somebody that i can give myself to and annie is in the center of that now it s just where to find it,fru,2.6667,3.6667,3.6667,1
Ses01F_script01_1_F039,[382.6000-387.9700]:,you mean to tell me that you would leave the business over this,fru,2.3333,3.0,3.6667,1
Ses01F_script01_1_M039,[387.5000-390.1100]:,on this i would,neu,3.0,1.6667,2.0,0
Ses01F_script01_1_F040,[389.5400-392.9042]:,well you don t want to think like that,fru,2.3333,2.6667,4.0,1
Ses01F_script01_1_M040,[392.3100-395.6900]:,then help me stay here,neu,3.0,1.6667,2.0,0
Ses01F_script01_1_F041,[394.9100-404.6900]:,all right but you don t want to think like that because what the hell are we working for chris it s all for you this whole shooting match is for you,ang,1.6667,4.6667,4.3333,2
Ses01F_script01_1_M041,[403.4300-407.0400]:,i know that then just help me stay here,fru,2.6667,2.6667,2.3333,1
Ses01F_script01_1_F042,[406.3900-409.4600]:,just don t think like that,ang,2.0,4.0,3.6667,2
Ses01F_script01_1_M042,[408.9600-412.8536]:,well i am thinking like that,fru,3.0,2.6667,3.6667,1
Ses01F_script01_1_F043,[412.7875-416.2484]:,i don t understand you do i,fru,2.3333,2.3333,2.0,1
Ses01F_script01_1_M043,[415.9200-420.4807]:,no you don t i m a pretty tough guy,fru,3.0,2.3333,3.3333,1
Ses01F_script01_1_F044,[420.3500-423.2141]:,i can see that,fru,2.3333,1.3333,1.3333,1
Ses01F_script01_2_M001,[016.6300-021.6600]:,well maybe maybe he just wanted to see her,neu,3.0,3.0,2.5,0
Ses01F_script01_2_M003,[033.6200-040.5200]:,breathing you don t look at me like that he didn t tell me anything more than he told you,fru,2.0,3.5,4.0,1
Ses01F_script01_2_F003,[039.9300-042.9600]:,he s not going to marry her,ang,2.0,2.5,4.0,2
Ses01F_script01_2_M004,[042.4400-045.2400]:,how do you know he s even thinking about it,neu,2.5,3.0,2.5,0
Ses01F_script01_2_F004,[044.3500-046.3000]:,it s got that about it,ang,2.5,2.5,3.5,2
Ses01F_script01_2_F005,[047.1000-050.8500]:,what is going on here joe,ang,1.5,3.5,4.5,2
Ses01F_script01_2_M006,[050.6000-052.5500]:,now listen,fru,2.5,3.5,3.0,1
Ses01F_script01_2_F006,[052.0300-056.4200]:,she is not his girl she know she s not,ang,1.5,4.0,4.5,2
Ses01F_script01_2_M007,[055.8700-058.2000]:,you can t read her mind,fru,2.5,3.5,3.5,1
Ses01F_script01_2_F007,[057.7600-066.6500]:,then why is she still single new york is full of men why is she still single probably a hundred people told her she s foolish but she waited,ang,1.5,4.5,4.5,2
Ses01F_script01_2_M008,[066.1000-068.3100]:,how do you know why she waited,neu,2.0,3.5,3.0,0
Ses01F_script01_2_F008,[067.4800-078.2600]:,because she know what i know that s why she s faithful a a rock in my darkest moment i think of her waiting and i know that i m right,ang,1.5,4.5,4.5,2
Ses01F_script01_2_M009,[078.3800-082.6500]:,hey look it s a nice day huh why are we arguing,fru,2.5,3.0,2.5,1
Ses01F_script01_2_F009,[082.1200-091.2800]:,nobody in this house dare take away her faith joe you know stranger might but not his father not his brother,ang,1.5,2.0,4.5,2
Ses01F_script01_2_M010,[090.6500-094.8900]:,what do you want me to do what do you want,fru,1.5,2.5,3.5,1
Ses01F_script01_2_F010,[092.3600-102.1700]:,i want you to i want you to act like he is coming back both of you don t think i haven t noticed you since chris invited her here,ang,1.5,3.5,4.5,2
Ses01F_script01_2_F011,[102.2600-105.7600]:,i won t stand for any nonsense,ang,1.5,3.5,4.5,2
Ses01F_script01_2_M011,[106.6100-108.1825]:,kate,fru,2.5,2.0,3.0,1
Ses01F_script01_2_F012,[108.2000-122.3400]:,because if he s not coming back i ll kill myself oh laugh laugh all you like but why doe this happen the very night he come back she go to sleep in his room and his memorial break in piece look at it joe look,ang,1.5,4.5,5.0,2
Ses01F_script01_2_M012,[109.3800-111.6500]:,breathing,fru,2.0,2.0,3.0,1
Ses01F_script01_2_M013,[121.2900-123.2300]:,calm yourself,fru,2.5,2.5,4.0,1
Ses01F_script01_2_F013,[122.4100-132.6200]:,just believe with me joe only last week a man came back in detroit missing longer than larry believe with me you above all have got to believe just believe,ang,1.0,4.5,5.0,2
Ses01F_script01_2_M014,[124.1625-126.3600]:,okay calm yourself,fru,2.0,3.0,4.0,1
Ses01F_script01_2_M015,[126.5800-133.7600]:,i know all right all right all right okay calm yourself what doe that mean me above all,fru,1.5,4.0,4.5,1
Ses01F_script01_2_F014,[137.9800-140.6900]:,i can t help it,fru,2.0,3.0,2.5,1
Ses01F_script01_2_M017,[140.9200-147.5100]:,what have i got to hide what the hell is the matter with you kate,ang,1.5,4.0,4.5,2
Ses01F_script01_3_F000,[004.8285-008.9243]:,you re the only one who still love his parent,neu,4.0,1.6667,2.3333,0
Ses01F_script01_3_M000,[008.5900-013.1700]:,i know it kind of went out of style didn t it,neu,4.0,1.6667,2.0,0
